1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
1,1,0,1,2,3,12,0,0,5
